device_id,customer_id,device_type,operating_system,browser,ip_address,country,trusted_device,first_seen,last_seen
19345,9705,MOBILE,Windows,Firefox,208.1.72.174,Côte d'Ivoire,YES,2024-07-02,2026-07-01
19346,9705,TABLET,Android,Safari,130.103.243.53,Côte d'Ivoire,YES,2021-08-26,2026-07-01
19347,9706,MOBILE,Android,Edge,73.187.8.75,Côte d'Ivoire,YES,2025-02-17,2026-06-30
19348,9707,DESKTOP,macOS,Firefox,139.216.96.89,Côte d'Ivoire,YES,2022-02-07,2026-07-05
19349,9707,MOBILE,iOS,Edge,64.128.123.221,Côte d'Ivoire,YES,2024-10-31,2026-07-26
19350,9708,MOBILE,Android,Edge,2.4.198.41,Côte d'Ivoire,YES,2021-11-30,2026-07-28
19351,9709,LAPTOP,Windows,Safari,83.180.75.161,Côte d'Ivoire,NO,2022-12-18,2026-07-11
19352,9710,DESKTOP,macOS,Safari,110.138.123.35,Côte d'Ivoire,YES,2025-02-03,2026-07-10
19353,9710,DESKTOP,macOS,Chrome,150.88.226.189,Côte d'Ivoire,YES,2024-12-25,2026-07-14
19354,9711,TABLET,Android,Firefox,48.248.194.25,Côte d'Ivoire,YES,2021-11-09,2026-07-23
19355,9711,LAPTOP,Windows,Chrome,146.201.148.26,Côte d'Ivoire,YES,2022-10-29,2026-07-17
19356,9712,DESKTOP,Android,Chrome,168.72.97.66,Côte d'Ivoire,YES,2022-08-23,2026-06-30
19357,9712,MOBILE,Android,Edge,107.164.187.173,Côte d'Ivoire,YES,2024-05-09,2026-07-06
19358,9712,LAPTOP,Android,Safari,90.117.253.74,Côte d'Ivoire,YES,2023-10-20,2026-07-12
19359,9713,MOBILE,Android,Edge,45.214.24.134,Côte d'Ivoire,YES,2022-11-13,2026-07-17
19360,9713,MOBILE,Android,Safari,39.211.114.226,Côte d'Ivoire,YES,2025-11-28,2026-07-09
19361,9714,LAPTOP,Windows,Safari,158.16.97.32,Côte d'Ivoire,YES,2021-11-30,2026-07-06
19362,9715,MOBILE,Android,Chrome,167.67.251.196,Côte d'Ivoire,YES,2025-08-29,2026-07-14
19363,9716,MOBILE,Android,Edge,58.255.240.70,Côte d'Ivoire,YES,2025-03-06,2026-07-07
19364,9716,TABLET,macOS,Edge,84.214.147.212,Côte d'Ivoire,YES,2026-05-15,2026-07-24
19365,9717,MOBILE,iOS,Firefox,49.58.184.102,Côte d'Ivoire,YES,2025-08-27,2026-07-03
19366,9717,TABLET,Android,Firefox,46.76.149.174,Côte d'Ivoire,NO,2025-02-26,2026-07-04
19367,9718,LAPTOP,iOS,Edge,26.77.138.221,Côte d'Ivoire,YES,2024-10-07,2026-07-26
19368,9719,MOBILE,Android,Chrome,197.153.23.98,Côte d'Ivoire,YES,2026-02-14,2026-07-03
19369,9719,MOBILE,Windows,Safari,216.67.138.145,Côte d'Ivoire,YES,2022-07-27,2026-07-17
19370,9720,TABLET,Android,Firefox,33.227.190.122,Côte d'Ivoire,YES,2022-04-22,2026-07-14
19371,9720,TABLET,macOS,Chrome,61.34.221.69,Côte d'Ivoire,YES,2021-09-10,2026-06-30
19372,9720,LAPTOP,Windows,Chrome,126.8.93.251,Côte d'Ivoire,YES,2022-05-16,2026-07-23
19373,9721,TABLET,Windows,Chrome,192.221.23.34,Côte d'Ivoire,YES,2025-06-20,2026-07-16
19374,9722,TABLET,iOS,Safari,133.204.192.16,Côte d'Ivoire,YES,2022-06-14,2026-07-08
19375,9723,TABLET,macOS,Safari,14.187.190.250,Côte d'Ivoire,YES,2022-03-27,2026-07-11
19376,9723,TABLET,Windows,Edge,77.115.41.245,Côte d'Ivoire,YES,2024-06-16,2026-07-15
19377,9723,DESKTOP,Android,Chrome,18.228.237.210,Côte d'Ivoire,YES,2025-02-22,2026-07-01
19378,9724,TABLET,macOS,Chrome,69.135.48.64,Côte d'Ivoire,YES,2024-09-20,2026-07-27
19379,9724,TABLET,Android,Edge,42.215.139.167,Côte d'Ivoire,YES,2024-07-12,2026-07-12
19380,9725,MOBILE,Windows,Edge,40.200.6.122,Côte d'Ivoire,YES,2024-08-24,2026-07-11
19381,9725,TABLET,macOS,Safari,25.158.144.110,Côte d'Ivoire,NO,2022-11-23,2026-07-01
19382,9726,LAPTOP,Windows,Firefox,175.26.212.200,Côte d'Ivoire,YES,2024-08-12,2026-07-28
19383,9726,LAPTOP,Android,Firefox,148.189.1.114,Côte d'Ivoire,YES,2023-12-16,2026-07-13
19384,9726,MOBILE,macOS,Safari,64.197.4.253,Côte d'Ivoire,YES,2024-04-08,2026-07-27
19385,9727,TABLET,iOS,Edge,136.247.180.24,Côte d'Ivoire,YES,2022-07-22,2026-07-16
19386,9728,DESKTOP,Windows,Safari,166.209.28.33,Côte d'Ivoire,YES,2023-03-08,2026-06-30
19387,9728,TABLET,Android,Firefox,15.168.213.34,Côte d'Ivoire,YES,2025-08-22,2026-07-06
19388,9729,DESKTOP,Windows,Firefox,149.176.170.125,Côte d'Ivoire,YES,2022-07-16,2026-07-26
19389,9729,LAPTOP,Android,Edge,215.82.84.45,Côte d'Ivoire,NO,2023-03-21,2026-07-27
19390,9730,DESKTOP,macOS,Edge,201.87.146.176,Côte d'Ivoire,YES,2023-08-25,2026-07-14
19391,9730,LAPTOP,macOS,Firefox,161.65.237.202,Côte d'Ivoire,YES,2021-11-11,2026-07-08
19392,9730,LAPTOP,iOS,Safari,163.152.189.135,Côte d'Ivoire,YES,2026-03-19,2026-07-20
19393,9731,TABLET,Android,Safari,46.6.33.243,Côte d'Ivoire,YES,2024-09-14,2026-07-14
19394,9732,DESKTOP,Windows,Safari,123.226.23.72,Côte d'Ivoire,NO,2021-09-04,2026-07-21
19395,9733,LAPTOP,iOS,Edge,52.107.29.52,Côte d'Ivoire,YES,2024-01-17,2026-07-17
19396,9734,MOBILE,Windows,Edge,97.92.206.137,Côte d'Ivoire,YES,2022-11-25,2026-07-11
19397,9735,LAPTOP,macOS,Edge,145.96.96.149,Côte d'Ivoire,YES,2021-10-30,2026-07-27
19398,9736,MOBILE,iOS,Safari,66.35.122.2,Côte d'Ivoire,YES,2025-11-05,2026-07-27
19399,9736,TABLET,macOS,Edge,63.14.141.54,Côte d'Ivoire,YES,2024-03-03,2026-07-10
19400,9736,LAPTOP,iOS,Firefox,196.147.171.48,Côte d'Ivoire,YES,2025-03-19,2026-07-24
19401,9737,LAPTOP,macOS,Safari,10.139.109.221,Côte d'Ivoire,YES,2025-04-28,2026-07-17
19402,9738,LAPTOP,Android,Edge,156.243.42.38,Côte d'Ivoire,YES,2024-10-10,2026-07-25
19403,9738,MOBILE,macOS,Firefox,222.231.144.189,Côte d'Ivoire,YES,2026-06-19,2026-07-26
19404,9739,MOBILE,macOS,Edge,177.115.184.52,Côte d'Ivoire,YES,2024-08-08,2026-07-05
19405,9739,MOBILE,macOS,Chrome,134.249.93.99,Côte d'Ivoire,YES,2024-03-08,2026-07-21
19406,9739,LAPTOP,Windows,Chrome,138.27.234.52,Côte d'Ivoire,YES,2023-06-09,2026-07-09
19407,9740,MOBILE,iOS,Safari,192.240.56.135,Côte d'Ivoire,YES,2023-06-02,2026-07-12
19408,9740,LAPTOP,macOS,Chrome,63.17.84.80,Côte d'Ivoire,YES,2023-01-07,2026-07-10
19409,9741,DESKTOP,Windows,Firefox,47.224.104.59,Côte d'Ivoire,YES,2024-10-06,2026-07-07
19410,9741,DESKTOP,Windows,Firefox,12.153.157.5,Côte d'Ivoire,YES,2026-03-17,2026-07-03
19411,9741,LAPTOP,Android,Chrome,80.130.242.2,Côte d'Ivoire,YES,2024-09-28,2026-07-23
19412,9742,LAPTOP,Android,Edge,61.98.89.247,Côte d'Ivoire,YES,2023-06-23,2026-07-25
19413,9742,DESKTOP,iOS,Firefox,208.243.158.44,Côte d'Ivoire,YES,2024-09-11,2026-07-02
19414,9742,LAPTOP,Android,Edge,147.76.152.243,Côte d'Ivoire,YES,2024-03-27,2026-07-04
19415,9743,DESKTOP,iOS,Safari,75.100.157.140,Côte d'Ivoire,YES,2024-01-26,2026-07-22
19416,9743,TABLET,Android,Edge,167.8.119.89,Côte d'Ivoire,YES,2022-04-18,2026-06-30
19417,9744,MOBILE,Windows,Firefox,129.140.21.165,Côte d'Ivoire,YES,2023-04-06,2026-06-30
19418,9744,DESKTOP,Android,Chrome,215.218.67.175,Côte d'Ivoire,YES,2024-06-22,2026-07-06
19419,9745,LAPTOP,iOS,Chrome,223.49.185.50,Côte d'Ivoire,YES,2024-05-02,2026-07-04
19420,9745,TABLET,iOS,Chrome,21.135.102.238,Côte d'Ivoire,YES,2026-01-30,2026-07-19
19421,9746,LAPTOP,macOS,Chrome,116.120.4.173,Côte d'Ivoire,YES,2024-03-05,2026-07-26
19422,9746,LAPTOP,Android,Edge,23.169.133.2,Côte d'Ivoire,YES,2025-03-07,2026-07-01
19423,9746,DESKTOP,Android,Firefox,177.85.227.99,Côte d'Ivoire,YES,2022-10-30,2026-07-29
19424,9747,DESKTOP,iOS,Chrome,13.231.70.164,Côte d'Ivoire,YES,2024-08-16,2026-07-26
19425,9748,LAPTOP,Windows,Edge,96.144.216.67,Côte d'Ivoire,YES,2024-02-02,2026-07-19
19426,9749,TABLET,iOS,Chrome,157.204.12.127,Côte d'Ivoire,NO,2022-12-31,2026-07-22
19427,9749,MOBILE,Android,Firefox,71.120.2.33,Côte d'Ivoire,YES,2023-05-11,2026-07-24
19428,9749,LAPTOP,Android,Edge,2.128.43.62,Côte d'Ivoire,YES,2022-07-16,2026-07-23
19429,9750,MOBILE,Windows,Edge,143.179.97.184,Côte d'Ivoire,YES,2024-12-31,2026-06-30
19430,9750,DESKTOP,Windows,Firefox,28.40.124.25,Côte d'Ivoire,YES,2025-03-02,2026-07-26
19431,9751,TABLET,iOS,Edge,197.23.225.231,Côte d'Ivoire,YES,2023-09-17,2026-07-26
19432,9752,LAPTOP,Windows,Firefox,25.53.144.113,Côte d'Ivoire,YES,2023-08-21,2026-07-04
19433,9752,DESKTOP,Windows,Firefox,22.83.151.41,Côte d'Ivoire,YES,2022-09-17,2026-07-06
19434,9753,TABLET,iOS,Safari,75.63.16.145,Côte d'Ivoire,YES,2023-12-12,2026-07-26
19435,9754,DESKTOP,Windows,Edge,74.66.139.144,Côte d'Ivoire,YES,2025-06-16,2026-07-13
19436,9754,LAPTOP,Android,Safari,117.208.77.118,Côte d'Ivoire,YES,2024-11-04,2026-07-27
19437,9754,DESKTOP,iOS,Firefox,101.65.67.81,Côte d'Ivoire,YES,2025-11-06,2026-07-23
19438,9755,LAPTOP,iOS,Firefox,184.127.210.61,Côte d'Ivoire,YES,2023-08-31,2026-07-14
19439,9755,LAPTOP,Android,Safari,67.87.138.130,Côte d'Ivoire,YES,2024-05-21,2026-06-30
19440,9756,MOBILE,iOS,Firefox,104.226.194.248,Côte d'Ivoire,YES,2021-08-14,2026-07-17
19441,9757,MOBILE,Android,Safari,77.125.209.89,Côte d'Ivoire,YES,2023-12-31,2026-07-16
19442,9757,LAPTOP,macOS,Firefox,92.234.141.68,Côte d'Ivoire,YES,2023-07-23,2026-07-18
19443,9758,TABLET,Android,Safari,75.127.118.185,Côte d'Ivoire,YES,2024-11-03,2026-07-27
19444,9758,TABLET,iOS,Firefox,106.151.119.181,Côte d'Ivoire,YES,2025-03-13,2026-07-03
19445,9758,TABLET,Windows,Safari,18.173.39.34,Côte d'Ivoire,YES,2024-09-09,2026-07-12
19446,9759,DESKTOP,Windows,Firefox,72.179.79.138,Côte d'Ivoire,YES,2023-02-01,2026-07-24
19447,9759,LAPTOP,Windows,Chrome,17.195.39.158,Côte d'Ivoire,YES,2022-10-15,2026-07-03
19448,9759,DESKTOP,iOS,Chrome,221.188.168.136,Côte d'Ivoire,NO,2022-04-28,2026-07-10
19449,9760,TABLET,Android,Firefox,138.228.61.175,Côte d'Ivoire,YES,2023-05-07,2026-07-07
19450,9760,LAPTOP,Windows,Safari,207.141.206.82,Côte d'Ivoire,YES,2023-12-16,2026-07-14
19451,9760,DESKTOP,Windows,Edge,42.70.41.7,Côte d'Ivoire,YES,2022-10-27,2026-07-22
19452,9761,LAPTOP,macOS,Firefox,32.43.77.180,Côte d'Ivoire,YES,2025-05-29,2026-07-25
19453,9761,LAPTOP,macOS,Safari,32.122.219.150,Côte d'Ivoire,YES,2025-05-17,2026-07-19
19454,9762,MOBILE,iOS,Chrome,40.32.46.151,Côte d'Ivoire,YES,2021-08-08,2026-07-22
19455,9763,MOBILE,Windows,Safari,95.78.125.140,Côte d'Ivoire,YES,2022-06-13,2026-07-11
19456,9763,MOBILE,Windows,Safari,206.247.7.95,Côte d'Ivoire,YES,2026-06-12,2026-07-29
19457,9764,DESKTOP,iOS,Firefox,107.193.64.54,Côte d'Ivoire,YES,2023-09-03,2026-07-04
19458,9764,MOBILE,Android,Safari,109.15.136.110,Côte d'Ivoire,YES,2022-07-27,2026-07-04
19459,9764,DESKTOP,Windows,Firefox,14.224.162.251,Côte d'Ivoire,YES,2021-08-06,2026-07-16
19460,9765,TABLET,macOS,Chrome,121.152.158.53,Côte d'Ivoire,NO,2022-03-19,2026-07-04
19461,9766,MOBILE,Android,Safari,152.34.197.198,Côte d'Ivoire,YES,2022-10-07,2026-07-17
19462,9767,TABLET,macOS,Firefox,184.168.225.129,Côte d'Ivoire,YES,2025-12-08,2026-07-28
19463,9767,MOBILE,Android,Firefox,216.252.81.219,Côte d'Ivoire,YES,2024-12-08,2026-07-19
19464,9767,LAPTOP,Android,Firefox,147.140.207.179,Côte d'Ivoire,YES,2024-11-10,2026-07-15
19465,9768,DESKTOP,Windows,Chrome,55.56.124.221,Côte d'Ivoire,NO,2025-05-31,2026-07-15
19466,9768,LAPTOP,iOS,Firefox,145.18.134.212,Côte d'Ivoire,YES,2023-07-20,2026-07-12
19467,9769,MOBILE,macOS,Chrome,81.183.94.64,Côte d'Ivoire,YES,2025-11-02,2026-07-06
19468,9770,TABLET,Windows,Edge,128.144.121.216,Côte d'Ivoire,YES,2026-02-17,2026-07-17
19469,9771,TABLET,iOS,Safari,178.3.97.156,Côte d'Ivoire,NO,2022-04-01,2026-07-17
19470,9771,DESKTOP,iOS,Firefox,48.250.140.24,Côte d'Ivoire,YES,2025-05-28,2026-07-18
19471,9771,MOBILE,macOS,Edge,208.69.49.117,Côte d'Ivoire,YES,2024-02-04,2026-07-20
19472,9772,TABLET,Windows,Safari,219.222.182.221,Côte d'Ivoire,YES,2023-05-29,2026-07-12
19473,9772,DESKTOP,Android,Chrome,171.93.36.206,Côte d'Ivoire,YES,2024-02-16,2026-07-07
19474,9773,MOBILE,Windows,Edge,196.23.199.74,Côte d'Ivoire,YES,2023-07-08,2026-07-07
19475,9773,MOBILE,Android,Safari,42.225.105.169,Côte d'Ivoire,YES,2026-06-02,2026-07-23
19476,9773,LAPTOP,Windows,Safari,146.133.57.185,Côte d'Ivoire,YES,2026-05-06,2026-07-01
19477,9774,DESKTOP,Android,Chrome,167.76.16.155,Côte d'Ivoire,NO,2025-03-07,2026-07-26
19478,9774,TABLET,iOS,Chrome,22.83.56.230,Côte d'Ivoire,YES,2023-05-03,2026-07-16
19479,9775,TABLET,Android,Edge,105.152.203.58,Côte d'Ivoire,YES,2025-12-29,2026-07-26
19480,9775,TABLET,Windows,Chrome,153.65.55.132,Côte d'Ivoire,YES,2022-05-04,2026-07-04
19481,9776,TABLET,Android,Chrome,92.152.176.76,Côte d'Ivoire,NO,2025-04-03,2026-07-09
19482,9776,DESKTOP,Windows,Firefox,199.83.186.91,Côte d'Ivoire,YES,2025-12-24,2026-07-20
19483,9777,TABLET,Windows,Edge,54.0.172.38,Côte d'Ivoire,YES,2023-08-25,2026-07-17
19484,9777,LAPTOP,Android,Firefox,199.39.59.229,Côte d'Ivoire,YES,2026-04-03,2026-07-28
19485,9778,MOBILE,iOS,Firefox,174.213.115.2,Côte d'Ivoire,YES,2025-07-11,2026-07-05
19486,9778,LAPTOP,macOS,Firefox,138.32.142.222,Côte d'Ivoire,YES,2022-04-05,2026-07-12
19487,9778,LAPTOP,macOS,Firefox,10.162.24.204,Côte d'Ivoire,YES,2023-07-30,2026-07-27
19488,9779,DESKTOP,Android,Safari,150.222.23.129,Côte d'Ivoire,YES,2024-07-04,2026-07-05
19489,9779,DESKTOP,Windows,Edge,134.131.129.36,Côte d'Ivoire,YES,2021-10-27,2026-07-28
19490,9779,DESKTOP,iOS,Safari,116.9.186.64,Côte d'Ivoire,YES,2025-01-04,2026-07-20
19491,9780,DESKTOP,macOS,Edge,17.144.77.12,Côte d'Ivoire,YES,2025-11-17,2026-07-26
19492,9781,MOBILE,Windows,Chrome,206.20.90.120,Côte d'Ivoire,YES,2026-03-11,2026-06-30
19493,9782,TABLET,Windows,Firefox,10.194.246.237,Côte d'Ivoire,NO,2025-09-11,2026-07-06
19494,9782,MOBILE,Android,Safari,168.142.39.107,Côte d'Ivoire,YES,2025-03-27,2026-06-30
19495,9783,LAPTOP,Windows,Safari,71.205.18.44,Côte d'Ivoire,YES,2022-05-01,2026-07-17
19496,9783,LAPTOP,Android,Chrome,29.75.104.126,Côte d'Ivoire,YES,2023-07-30,2026-07-05
19497,9784,TABLET,Android,Safari,193.33.88.201,Côte d'Ivoire,YES,2021-10-18,2026-07-24
19498,9785,MOBILE,Android,Edge,122.246.73.247,Côte d'Ivoire,YES,2024-06-22,2026-07-22
19499,9785,LAPTOP,iOS,Firefox,140.79.238.21,Côte d'Ivoire,YES,2023-06-25,2026-07-25
19500,9786,MOBILE,macOS,Chrome,73.127.83.163,Côte d'Ivoire,YES,2023-09-13,2026-06-30
19501,9786,LAPTOP,Android,Edge,82.78.178.238,Côte d'Ivoire,YES,2025-10-01,2026-07-19
19502,9787,LAPTOP,Android,Edge,57.125.97.184,Côte d'Ivoire,YES,2023-12-04,2026-07-26
19503,9787,TABLET,Android,Chrome,120.178.77.137,Côte d'Ivoire,YES,2024-05-24,2026-07-29
19504,9788,LAPTOP,macOS,Edge,71.76.52.20,Côte d'Ivoire,NO,2024-02-14,2026-07-15
19505,9788,LAPTOP,iOS,Firefox,111.22.183.16,Côte d'Ivoire,YES,2022-06-12,2026-07-22
19506,9788,MOBILE,Android,Chrome,128.131.96.12,Côte d'Ivoire,YES,2023-11-26,2026-07-09
19507,9789,LAPTOP,Windows,Chrome,134.77.93.168,Côte d'Ivoire,YES,2022-03-02,2026-07-09
19508,9790,TABLET,Windows,Edge,15.31.205.35,Côte d'Ivoire,YES,2024-05-01,2026-06-30
19509,9791,LAPTOP,Android,Chrome,214.28.200.28,Côte d'Ivoire,YES,2022-03-12,2026-06-30
19510,9791,MOBILE,Android,Edge,179.91.101.89,Côte d'Ivoire,YES,2025-09-03,2026-07-10
19511,9792,MOBILE,Windows,Edge,54.23.211.106,Côte d'Ivoire,YES,2025-09-26,2026-07-05
19512,9793,LAPTOP,Windows,Firefox,223.69.187.229,Côte d'Ivoire,YES,2025-05-01,2026-07-07
19513,9794,TABLET,Windows,Chrome,221.184.160.38,Côte d'Ivoire,YES,2024-10-28,2026-07-14
19514,9794,LAPTOP,Android,Safari,69.13.56.23,Côte d'Ivoire,YES,2024-11-18,2026-07-08
19515,9794,TABLET,Windows,Firefox,53.230.52.49,Côte d'Ivoire,NO,2023-03-29,2026-07-12
19516,9795,TABLET,Windows,Firefox,61.27.220.14,Côte d'Ivoire,YES,2025-08-06,2026-07-06
19517,9796,TABLET,Windows,Edge,8.127.29.32,Côte d'Ivoire,YES,2025-11-04,2026-07-28
19518,9796,DESKTOP,Windows,Chrome,182.57.202.213,Côte d'Ivoire,YES,2025-10-13,2026-07-07
19519,9797,LAPTOP,Android,Edge,54.67.75.46,Côte d'Ivoire,YES,2025-03-23,2026-07-05
19520,9797,MOBILE,Android,Safari,44.221.29.252,Côte d'Ivoire,YES,2025-10-17,2026-07-15
19521,9797,TABLET,Windows,Edge,83.147.77.82,Côte d'Ivoire,YES,2026-04-14,2026-07-06
19522,9798,TABLET,iOS,Chrome,177.120.218.186,Côte d'Ivoire,NO,2023-01-05,2026-07-24
19523,9798,MOBILE,Android,Chrome,79.74.246.182,Côte d'Ivoire,NO,2024-12-13,2026-07-13
19524,9799,LAPTOP,iOS,Edge,187.71.90.131,Côte d'Ivoire,YES,2025-08-16,2026-07-19
19525,9799,DESKTOP,Android,Edge,66.195.191.73,Côte d'Ivoire,NO,2024-08-20,2026-07-06
19526,9800,LAPTOP,Android,Safari,162.196.248.212,Côte d'Ivoire,YES,2023-03-09,2026-07-24
19527,9801,TABLET,macOS,Edge,164.247.211.177,Côte d'Ivoire,YES,2023-03-31,2026-07-15
19528,9801,TABLET,Android,Chrome,62.220.30.100,Côte d'Ivoire,YES,2026-04-19,2026-07-02
19529,9802,MOBILE,macOS,Firefox,75.3.164.107,Côte d'Ivoire,YES,2025-03-29,2026-06-30
19530,9802,MOBILE,macOS,Chrome,28.80.239.33,Côte d'Ivoire,YES,2026-05-22,2026-07-10
19531,9802,LAPTOP,iOS,Chrome,44.4.162.52,Côte d'Ivoire,NO,2026-06-05,2026-07-23
19532,9803,TABLET,macOS,Safari,184.128.131.239,Côte d'Ivoire,YES,2025-05-19,2026-07-29
19533,9803,MOBILE,macOS,Edge,89.213.187.152,Côte d'Ivoire,YES,2024-12-21,2026-07-15
19534,9803,TABLET,iOS,Firefox,133.44.83.241,Côte d'Ivoire,YES,2023-12-26,2026-07-14
19535,9804,DESKTOP,Windows,Chrome,120.34.216.182,Côte d'Ivoire,YES,2023-07-02,2026-07-08
19536,9804,MOBILE,iOS,Chrome,135.231.48.41,Côte d'Ivoire,YES,2022-11-04,2026-07-12
19537,9805,TABLET,Android,Edge,135.54.82.4,Côte d'Ivoire,YES,2023-09-30,2026-07-07
19538,9806,MOBILE,Android,Firefox,20.26.139.249,Côte d'Ivoire,YES,2024-05-13,2026-07-24
19539,9806,DESKTOP,Windows,Edge,1.184.64.251,Côte d'Ivoire,YES,2024-10-21,2026-07-15
19540,9806,LAPTOP,macOS,Firefox,41.163.197.28,Côte d'Ivoire,YES,2025-09-04,2026-07-10
19541,9807,LAPTOP,Android,Firefox,21.231.84.156,Côte d'Ivoire,YES,2021-10-09,2026-07-12
19542,9807,LAPTOP,iOS,Firefox,76.209.244.218,Côte d'Ivoire,YES,2023-11-04,2026-07-08
19543,9808,TABLET,macOS,Chrome,122.143.199.247,Côte d'Ivoire,YES,2021-09-23,2026-07-14
19544,9809,LAPTOP,Windows,Chrome,8.241.104.179,Côte d'Ivoire,YES,2021-09-02,2026-07-18
19545,9809,TABLET,macOS,Firefox,95.128.121.71,Côte d'Ivoire,YES,2021-09-07,2026-07-25
19546,9810,TABLET,Android,Chrome,153.132.214.174,Côte d'Ivoire,YES,2022-08-25,2026-07-13
19547,9811,LAPTOP,iOS,Chrome,72.40.18.200,Côte d'Ivoire,NO,2026-05-02,2026-07-10
19548,9812,LAPTOP,Windows,Safari,205.185.132.240,Côte d'Ivoire,YES,2022-01-07,2026-07-01
19549,9812,MOBILE,macOS,Firefox,139.177.102.253,Côte d'Ivoire,YES,2025-07-24,2026-07-10
19550,9813,LAPTOP,Windows,Edge,117.39.33.95,Côte d'Ivoire,YES,2022-11-16,2026-07-27
19551,9813,LAPTOP,macOS,Edge,213.179.235.1,Côte d'Ivoire,NO,2024-04-08,2026-07-23
19552,9813,DESKTOP,macOS,Chrome,73.26.65.3,Côte d'Ivoire,YES,2024-12-23,2026-07-24
19553,9814,MOBILE,Android,Firefox,106.175.142.110,Côte d'Ivoire,YES,2024-07-28,2026-07-23
19554,9815,MOBILE,Android,Firefox,210.105.64.193,Côte d'Ivoire,YES,2024-08-20,2026-07-21
19555,9816,MOBILE,Windows,Safari,19.239.145.204,Côte d'Ivoire,YES,2025-08-28,2026-07-15
19556,9816,TABLET,macOS,Firefox,118.126.243.110,Côte d'Ivoire,YES,2023-07-03,2026-07-29
19557,9816,MOBILE,macOS,Safari,28.61.188.47,Côte d'Ivoire,YES,2021-12-09,2026-07-10
19558,9817,MOBILE,Windows,Edge,49.252.219.12,Côte d'Ivoire,YES,2023-08-12,2026-07-29
19559,9817,MOBILE,macOS,Edge,181.78.149.202,Côte d'Ivoire,YES,2022-12-07,2026-07-28
19560,9818,MOBILE,Android,Safari,11.2.247.178,Côte d'Ivoire,YES,2023-05-04,2026-07-19
19561,9818,LAPTOP,Android,Edge,149.128.84.204,Côte d'Ivoire,YES,2025-04-30,2026-07-05
19562,9818,LAPTOP,macOS,Edge,22.164.243.34,Côte d'Ivoire,YES,2021-08-29,2026-07-02
19563,9819,TABLET,Windows,Edge,129.205.180.164,Côte d'Ivoire,YES,2024-09-14,2026-07-18
19564,9819,DESKTOP,Windows,Firefox,37.55.170.225,Côte d'Ivoire,YES,2024-04-23,2026-07-26
19565,9820,MOBILE,iOS,Firefox,159.12.194.79,Côte d'Ivoire,YES,2024-03-06,2026-07-25
19566,9821,TABLET,Android,Safari,111.65.46.58,Côte d'Ivoire,YES,2024-04-09,2026-07-26
19567,9821,DESKTOP,Android,Firefox,182.36.15.8,Côte d'Ivoire,YES,2022-05-27,2026-07-26
19568,9822,MOBILE,Android,Chrome,215.206.168.225,Côte d'Ivoire,YES,2021-09-23,2026-07-06
19569,9822,TABLET,Android,Edge,210.198.34.222,Côte d'Ivoire,YES,2024-05-08,2026-07-23
19570,9823,TABLET,macOS,Edge,114.120.251.5,Côte d'Ivoire,NO,2021-08-17,2026-07-25
19571,9824,MOBILE,macOS,Edge,202.210.39.127,Côte d'Ivoire,YES,2022-06-03,2026-07-18
19572,9825,DESKTOP,macOS,Chrome,137.23.43.169,Côte d'Ivoire,YES,2025-11-08,2026-07-22
19573,9825,TABLET,iOS,Firefox,158.61.32.131,Côte d'Ivoire,YES,2023-07-22,2026-07-04
19574,9826,LAPTOP,macOS,Firefox,194.15.225.70,Côte d'Ivoire,YES,2025-11-14,2026-07-06
19575,9827,MOBILE,Android,Safari,82.216.254.187,Côte d'Ivoire,YES,2026-01-01,2026-07-05
19576,9828,TABLET,Windows,Edge,36.17.124.147,Côte d'Ivoire,YES,2023-03-08,2026-07-12
19577,9828,DESKTOP,macOS,Edge,21.133.181.78,Côte d'Ivoire,YES,2026-04-24,2026-07-26
19578,9828,LAPTOP,Windows,Safari,151.162.74.91,Côte d'Ivoire,YES,2025-08-23,2026-07-03
19579,9829,MOBILE,Windows,Edge,90.21.193.97,Côte d'Ivoire,YES,2025-08-04,2026-07-05
19580,9830,MOBILE,iOS,Safari,150.75.115.53,Côte d'Ivoire,YES,2022-12-06,2026-07-21
19581,9831,TABLET,iOS,Chrome,128.152.54.29,Côte d'Ivoire,YES,2022-12-25,2026-07-19
19582,9831,MOBILE,Windows,Safari,221.119.161.219,Côte d'Ivoire,YES,2026-01-16,2026-07-02
19583,9832,DESKTOP,Windows,Edge,162.55.254.63,Côte d'Ivoire,YES,2025-05-05,2026-07-10
19584,9832,TABLET,macOS,Safari,1.208.13.221,Côte d'Ivoire,NO,2025-04-09,2026-07-18
19585,9832,DESKTOP,macOS,Chrome,104.84.98.58,Côte d'Ivoire,YES,2026-06-26,2026-07-03
19586,9833,DESKTOP,macOS,Chrome,103.32.139.59,Côte d'Ivoire,YES,2022-02-22,2026-07-07
19587,9833,MOBILE,Android,Chrome,5.172.2.70,Côte d'Ivoire,YES,2022-03-08,2026-07-21
19588,9834,MOBILE,Android,Edge,56.48.211.249,Côte d'Ivoire,YES,2025-09-14,2026-07-10
19589,9834,MOBILE,Android,Chrome,186.216.57.158,Côte d'Ivoire,YES,2021-12-19,2026-07-25
19590,9834,LAPTOP,Windows,Edge,104.40.158.195,Côte d'Ivoire,YES,2023-11-28,2026-07-23
19591,9835,DESKTOP,Windows,Firefox,142.29.212.57,Côte d'Ivoire,YES,2021-10-05,2026-07-04
